Time,WL_KienGiang,RF_KienGiang,WL_LeThuy,RF_LeThuy,WL_DongHoi,RF_DongHoi,Tide_DongHoi
8/1/2021 1:00:00,573,0,-7,0,-22,0,-0.144025
8/1/2021 2:00:00,573,0,-8,0,-12,0,-0.0703503
8/1/2021 3:00:00,572,0.2,-8,0.2,-1,0.2,0.0218809
8/1/2021 4:00:00,572,0.2,-9,0.2,9,0.2,0.113297
8/1/2021 5:00:00,572,5.8,-10,5.8,11,5.8,0.18114
8/1/2021 6:00:00,573,0.8,-10,0.8,14,0.8,0.205456
8/1/2021 7:00:00,573,0.2,-11,0.2,16,0.2,0.177885
8/1/2021 8:00:00,573,0,-11,0,6,0,0.108648
8/1/2021 9:00:00,573,0,-11,0,-3,0,0.0183367
8/1/2021 10:00:00,573,0,-11,0,-13,0,-0.0635026
8/1/2021 11:00:00,573,0,-10,0,-16,0,-0.114944
8/1/2021 12:00:00,573,0,-10,0,-18,0,-0.126394
8/1/2021 13:00:00,573,0,-9,0,-21,0,-0.099624
8/1/2021 14:00:00,573,0,-9,0,-14,0,-0.0432745
8/1/2021 15:00:00,574,0,-9,0,-6,0,0.0302226
8/1/2021 16:00:00,574,0,-9,0,1,0,0.104708
8/1/2021 17:00:00,574,0,-9,0,3,0,0.160252
8/1/2021 18:00:00,573,0,-9,0,4,0,0.176933
8/1/2021 19:00:00,573,0,-9,0,6,0,0.142725
8/1/2021 20:00:00,573,0,-9,0,-5,0,0.0608885
8/1/2021 21:00:00,574,0,-9,0,-16,0,-0.0489675
8/1/2021 22:00:00,574,0,-9,0,-27,0,-0.158038
8/1/2021 23:00:00,573,0,-9,0,-33,0,-0.239611
8/2/2021 0:00:00,573,0,-9,0,-38,0,-0.27762
8/2/2021 1:00:00,572,0,-9,0,-44,0,-0.268329
8/2/2021 2:00:00,572,0,-9,0,-35,0,-0.216701
8/2/2021 3:00:00,572,0,-9,0,-27,0,-0.132436
8/2/2021 4:00:00,572,0,-9,0,-18,0,-0.0290941
8/2/2021 5:00:00,572,0,-9,0,-8,0,0.0749677
8/2/2021 6:00:00,572,0,-9,0,2,0,0.158077
8/2/2021 7:00:00,572,0,-9,0,12,0,0.201493
8/2/2021 8:00:00,572,0,-9,0,12,0,0.197777
8/2/2021 9:00:00,572,0,-9,0,12,0,0.155329
8/2/2021 10:00:00,572,0,-9,0,12,0,0.0950141
8/2/2021 11:00:00,572,0,-9,0,5,0,0.0404614
8/2/2021 12:00:00,572,0,-9,0,-2,0,0.00827307
8/2/2021 13:00:00,572,0,-9,0,-9,0,0.00390874
8/2/2021 14:00:00,572,0,-9,0,-2,0,0.0240119
8/2/2021 15:00:00,572,0,-9,0,5,0,0.0610144
8/2/2021 16:00:00,572,0,-9,0,12,0,0.105329
8/2/2021 17:00:00,572,0,-9,0,12,0,0.1444
8/2/2021 18:00:00,573,0,-9,0,11,0,0.162191
8/2/2021 19:00:00,573,0,-9,0,11,0,0.142922
8/2/2021 20:00:00,573,0,-9,0,-3,0,0.0787244
8/2/2021 21:00:00,572,0,-10,0,-17,0,-0.0238146
8/2/2021 22:00:00,572,0,-10,0,-31,0,-0.143733
8/2/2021 23:00:00,572,0,-10,0,-38,0,-0.253399
8/3/2021 0:00:00,572,0,-11,0,-44,0,-0.329158
8/3/2021 1:00:00,572,0,-11,0,-51,0,-0.358308
8/3/2021 2:00:00,572,1.2,-11,1.2,-46,1.2,-0.339285
8/3/2021 3:00:00,573,0,-11,0,-42,0,-0.277522
8/3/2021 4:00:00,573,0,-11,0,-37,0,-0.182098
8/3/2021 5:00:00,573,0,-11,0,-27,0,-0.0658541
8/3/2021 6:00:00,572,0,-12,0,-18,0,0.0531505
8/3/2021 7:00:00,572,0,-12,0,-8,0,0.153289
8/3/2021 8:00:00,572,0,-12,0,-2,0,0.215942
8/3/2021 9:00:00,571,0,-11,0,5,0,0.233688
8/3/2021 10:00:00,571,0,-11,0,11,0,0.214078
8/3/2021 11:00:00,572,0,-11,0,8,0,0.175597
8/3/2021 12:00:00,573,0,-11,0,4,0,0.138192
8/3/2021 13:00:00,574,0,-11,0,1,0,0.114735
8/3/2021 14:00:00,574,0,-10,0,2,0,0.108463
8/3/2021 15:00:00,573,0,-9,0,4,0,0.116118
8/3/2021 16:00:00,573,0,-8,0,5,0,0.132171
8/3/2021 17:00:00,573,0,-9,0,8,0,0.149898
8/3/2021 18:00:00,572,0,-10,0,11,0,0.159529
8/3/2021 19:00:00,572,0,-11,0,14,0,0.147578
8/3/2021 20:00:00,572,0,-11,0,14,0,0.100908
8/3/2021 21:00:00,573,0,-11,0,14,0,0.014434
8/3/2021 22:00:00,573,0,-11,0,14,0,-0.102967
8/3/2021 23:00:00,573,0,-12,0,-11,0,-0.229484
8/4/2021 0:00:00,572,0,-12,0,-35,0,-0.338494
8/4/2021 1:00:00,572,0,-13,0,-60,0,-0.408579
8/4/2021 2:00:00,572,0,-16,0,-57,0,-0.429187
8/4/2021 3:00:00,572,0,-18,0,-55,0,-0.399775
8/4/2021 4:00:00,572,0,-21,0,-52,0,-0.325646
8/4/2021 5:00:00,572,0,-23,0,-41,0,-0.215463
8/4/2021 6:00:00,572,0,-26,0,-31,0,-0.0822763
8/4/2021 7:00:00,572,0,-28,0,-20,0,0.0548404
8/4/2021 8:00:00,572,0,-28,0,-15,0,0.173035
8/4/2021 9:00:00,572,0,-27,0,-9,0,0.252905
8/4/2021 10:00:00,572,0,-27,0,-4,0,0.286687
8/4/2021 11:00:00,572,0,-26,0,2,0,0.28137
8/4/2021 12:00:00,572,0,-26,0,8,0,0.254022
8/4/2021 13:00:00,572,0,-25,0,13,0,0.222473
8/4/2021 14:00:00,572,0,-26,0,13,0,0.197773
8/4/2021 15:00:00,572,0,-26,0,12,0,0.182723
8/4/2021 16:00:00,572,0,-27,0,12,0,0.175312
8/4/2021 17:00:00,572,0,-28,0,12,0,0.17221
8/4/2021 18:00:00,572,0,-28,0,11,0,0.168742
8/4/2021 19:00:00,572,0,-29,0,11,0,0.156452
8/4/2021 20:00:00,572,0,-28,0,0,0,0.122757
8/4/2021 21:00:00,572,0,-26,0,-10,0,0.0557565
8/4/2021 22:00:00,572,0,-25,0,-21,0,-0.0477728
8/4/2021 23:00:00,572,0,-24,0,-32,0,-0.17701
8/5/2021 0:00:00,572,0.4,-22,0.4,-42,0.4,-0.309047
8/5/2021 1:00:00,572,0,-21,0,-53,0,-0.417487
8/5/2021 2:00:00,572,0,-23,0,-50,0,-0.482008
8/5/2021 3:00:00,572,0,-25,0,-46,0,-0.493073
8/5/2021 4:00:00,572,0,-28,0,-43,0,-0.450479
8/5/2021 5:00:00,572,0,-30,0,-39,0,-0.359515
8/5/2021 6:00:00,572,0,-32,0,-36,0,-0.229378
8/5/2021 7:00:00,572,0,-34,0,-32,0,-0.0748161
8/5/2021 8:00:00,572,0,-34,0,-23,0,0.0825741
8/5/2021 9:00:00,572,0,-34,0,-15,0,0.217646
8/5/2021 10:00:00,573,0,-34,0,-6,0,0.30985
8/5/2021 11:00:00,573,0,-33,0,3,0,0.351471
8/5/2021 12:00:00,573,0,-33,0,11,0,0.349987
8/5/2021 13:00:00,573,0,-33,0,20,0,0.322606
8/5/2021 14:00:00,573,0,-33,0,18,0,0.286867
8/5/2021 15:00:00,573,0,-34,0,17,0,0.25375
8/5/2021 16:00:00,573,0,-34,0,15,0,0.22684
8/5/2021 17:00:00,572,0,-34,0,13,0,0.205682
8/5/2021 18:00:00,572,0,-35,0,12,0,0.18843
8/5/2021 19:00:00,572,0,-35,0,10,0,0.170945
8/5/2021 20:00:00,572,0,-34,0,1,0,0.144294
8/5/2021 21:00:00,572,0,-33,0,-8,0,0.0952725
8/5/2021 22:00:00,572,0,-32,0,-18,0,0.0123032
8/5/2021 23:00:00,572,0,-30,0,-27,0,-0.106177
8/6/2021 0:00:00,572,0,-29,0,-36,0,-0.246983
8/6/2021 1:00:00,572,0,-28,0,-45,0,-0.385248
8/6/2021 2:00:00,572,0,-28,0,-45,0,-0.493689
8/6/2021 3:00:00,572,0,-28,0,-46,0,-0.552008
8/6/2021 4:00:00,572,0,-28,0,-46,0,-0.550978
8/6/2021 5:00:00,572,0,-28,0,-46,0,-0.490745
8/6/2021 6:00:00,572,0,-28,0,-47,0,-0.377425
8/6/2021 7:00:00,572,0,-28,0,-47,0,-0.222249
8/6/2021 8:00:00,572,0,-28,0,-36,0,-0.0433238
8/6/2021 9:00:00,572,0,-27,0,-24,0,0.133962
8/6/2021 10:00:00,572,0,-27,0,-13,0,0.281695
8/6/2021 11:00:00,571,0,-27,0,-1,0,0.378605
8/6/2021 12:00:00,571,0,-26,0,11,0,0.418187
8/6/2021 13:00:00,571,0,-26,0,22,0,0.410021
8/6/2021 14:00:00,571,0,-26,0,19,0,0.373222
8/6/2021 15:00:00,571,0,-26,0,16,0,0.326663
8/6/2021 16:00:00,571,0,-26,0,13,0,0.282394
8/6/2021 17:00:00,570,0,-25,0,9,0,0.245138
8/6/2021 18:00:00,570,0,-25,0,6,0,0.215383
8/6/2021 19:00:00,570,0,-25,0,3,0,0.191309
8/6/2021 20:00:00,570,0,-25,0,-4,0,0.167448
8/6/2021 21:00:00,570,0,-25,0,-11,0,0.132709
8/6/2021 22:00:00,570,0,-25,0,-18,0,0.0722484
8/6/2021 23:00:00,570,0,-25,0,-25,0,-0.0253453
8/7/2021 0:00:00,570,0,-25,0,-32,0,-0.159393
8/7/2021 1:00:00,570,0,-25,0,-39,0,-0.313318
8/7/2021 2:00:00,570,0,-25,0,-43,0,-0.459135
8/7/2021 3:00:00,570,0,-26,0,-46,0,-0.567655
8/7/2021 4:00:00,570,0,-26,0,-50,0,-0.61796
8/7/2021 5:00:00,569,0,-26,0,-53,0,-0.601104
8/7/2021 6:00:00,569,0,-27,0,-57,0,-0.518291
8/7/2021 7:00:00,569,0,-27,0,-60,0,-0.377836
8/7/2021 8:00:00,569,0,-27,0,-46,0,-0.194655
8/7/2021 9:00:00,569,0,-27,0,-32,0,0.00840457
8/7/2021 10:00:00,569,0,-27,0,-18,0,0.201557
8/7/2021 11:00:00,569,0,-26,0,-4,0,0.354515
8/7/2021 12:00:00,569,0,-26,0,10,0,0.446543
8/7/2021 13:00:00,569,0,-26,0,24,0,0.474089
8/7/2021 14:00:00,569,0,-26,0,21,0,0.450636
8/7/2021 15:00:00,569,0,-26,0,17,0,0.398724
8/7/2021 16:00:00,569,0,-26,0,14,0,0.339539
8/7/2021 17:00:00,569,0,-26,0,11,0,0.286447
8/7/2021 18:00:00,569,0,-26,0,7,0,0.244709
8/7/2021 19:00:00,569,0,-26,0,4,0,0.214371
8/7/2021 20:00:00,569,0,-26,0,4,0,0.191786
8/7/2021 21:00:00,568,0,-25,0,4,0,0.168375
8/7/2021 22:00:00,568,0,-25,0,4,0,0.129716
8/7/2021 23:00:00,568,0,-25,0,-6,0,0.0590867
8/8/2021 0:00:00,568,0,-25,0,-15,0,-0.0541138
8/8/2021 1:00:00,568,0,-25,0,-25,0,-0.205778
8/8/2021 2:00:00,568,0,-25,0,-42,0,-0.374657
8/8/2021 3:00:00,567,0,-25,0,-60,0,-0.528626
8/8/2021 4:00:00,567,0,-25,0,-77,0,-0.636053
8/8/2021 5:00:00,567,0,-25,0,-74,0,-0.675447
8/8/2021 6:00:00,567,0,-26,0,-72,0,-0.638818
8/8/2021 7:00:00,567,0,-26,0,-69,0,-0.529651
8/8/2021 8:00:00,567,0,-26,0,-52,0,-0.359976
8/8/2021 9:00:00,567,0,-26,0,-35,0,-0.149736
8/8/2021 10:00:00,567,0,-26,0,-18,0,0.0728153
8/8/2021 11:00:00,567,0,-26,0,-4,0,0.273833
8/8/2021 12:00:00,567,0,-26,0,10,0,0.421963
8/8/2021 13:00:00,567,0,-26,0,24,0,0.498902
8/8/2021 14:00:00,567,0,-26,0,23,0,0.506001
8/8/2021 15:00:00,567,0,-26,0,21,0,0.462182
8/8/2021 16:00:00,567,0,-26,0,20,0,0.394251
8/8/2021 17:00:00,567,0,-26,0,19,0,0.325761
8/8/2021 18:00:00,567,0,-26,0,17,0,0.270681
8/8/2021 19:00:00,567,0,-26,0,16,0,0.233427
8/8/2021 20:00:00,567,0,-26,0,18,0,0.21181
8/8/2021 21:00:00,567,0,-25,0,19,0,0.198564
8/8/2021 22:00:00,567,0,-25,0,21,0,0.180717
8/8/2021 23:00:00,567,0,-25,0,15,0,0.14013
8/9/2021 0:00:00,567,0,-25,0,9,0,0.0587889
8/9/2021 1:00:00,567,0,-25,0,3,0,-0.0718394
8/9/2021 2:00:00,567,0,-25,0,-17,0,-0.242803
8/9/2021 3:00:00,567,0,-25,0,-37,0,-0.427103
8/9/2021 4:00:00,567,0,-25,0,-57,0,-0.588016
8/9/2021 5:00:00,567,0,-25,0,-60,0,-0.691683
8/9/2021 6:00:00,567,0,-25,0,-63,0,-0.716832
8/9/2021 7:00:00,567,0,-25,0,-66,0,-0.657629
8/9/2021 8:00:00,567,0,-26,0,-51,0,-0.521212
8/9/2021 9:00:00,567,0,-26,0,-37,0,-0.324518
8/9/2021 10:00:00,567,0,-27,0,-22,0,-0.0931254
8/9/2021 11:00:00,567,0,-27,0,-6,0,0.139633
8/9/2021 12:00:00,567,0,-26,0,9,0,0.33718
8/9/2021 13:00:00,567,0,-26,0,25,0,0.469127
8/9/2021 14:00:00,567,0,-26,0,27,0,0.52176
8/9/2021 15:00:00,567,0,-26,0,28,0,0.50303
8/9/2021 16:00:00,567,0,-26,0,30,0,0.438144
8/9/2021 17:00:00,567,0,-25,0,27,0,0.35807
8/9/2021 18:00:00,567,0,-25,0,25,0,0.287818
8/9/2021 19:00:00,567,0,-24,0,22,0,0.240475
8/9/2021 20:00:00,567,0,-24,0,21,0,0.217842
8/9/2021 21:00:00,567,0,-24,0,19,0,0.213766
8/9/2021 22:00:00,567,0,-24,0,18,0,0.216078
8/9/2021 23:00:00,567,0,-24,0,16,0,0.206927
8/10/2021 0:00:00,567,0,-24,0,15,0,0.164922
8/10/2021 1:00:00,567,0,-24,0,13,0,0.0719777
8/10/2021 2:00:00,567,0,-24,0,0,0,-0.0768777
8/10/2021 3:00:00,567,0,-24,0,-12,0,-0.266677
8/10/2021 4:00:00,567,0,-24,0,-25,0,-0.464227
8/10/2021 5:00:00,567,0,-24,0,-38,0,-0.628595
8/10/2021 6:00:00,567,0,-24,0,-50,0,-0.724727
8/10/2021 7:00:00,567,0,-24,0,-63,0,-0.732934
8/10/2021 8:00:00,567,0,-24,0,-49,0,-0.650904
8/10/2021 9:00:00,567,0,-24,0,-36,0,-0.490493
8/10/2021 10:00:00,567,0,-25,0,-22,0,-0.274014
8/10/2021 11:00:00,567,0,-25,0,-8,0,-0.032282
8/10/2021 12:00:00,567,0,-25,0,5,0,0.197645
8/10/2021 13:00:00,567,0,-25,0,19,0,0.378569
8/10/2021 14:00:00,567,0,-25,0,20,0,0.483415
8/10/2021 15:00:00,567,0,-25,0,21,0,0.505005
8/10/2021 16:00:00,567,0,-25,0,22,0,0.458896
8/10/2021 17:00:00,567,0,-25,0,23,0,0.376461
8/10/2021 18:00:00,567,0,-25,0,24,0,0.291758
8/10/2021 19:00:00,567,0,-25,0,25,0,0.229592
8/10/2021 20:00:00,567,0,-25,0,26,0,0.20033
8/10/2021 21:00:00,567,0,-25,0,26,0,0.201493
8/10/2021 22:00:00,567,0,-25,0,27,0,0.221774
8/10/2021 23:00:00,567,0,-24,0,27,0,0.243637
8/11/2021 0:00:00,567,0,-24,0,28,0,0.244741
8/11/2021 1:00:00,567,0,-24,0,28,0,0.201586
8/11/2021 2:00:00,567,0,-24,0,13,0,0.0975026
8/11/2021 3:00:00,567,0,-24,0,-3,0,-0.067674
8/11/2021 4:00:00,567,0,-24,0,-19,0,-0.272469
8/11/2021 5:00:00,567,0,-24,0,-34,0,-0.477976
8/11/2021 6:00:00,567,0,-24,0,-50,0,-0.640346
8/11/2021 7:00:00,567,0,-24,0,-65,0,-0.725
8/11/2021 8:00:00,567,0,-24,0,-54,0,-0.715402
8/11/2021 9:00:00,567,0,-24,0,-43,0,-0.613852
8/11/2021 10:00:00,567,0,-25,0,-32,0,-0.437285
8/11/2021 11:00:00,567,0,-25,0,-20,0,-0.212876
8/11/2021 12:00:00,567,0,-25,0,-9,0,0.0247358
8/11/2021 13:00:00,567,0,-25,0,2,0,0.236918
8/11/2021 14:00:00,567,0,-25,0,4,0,0.388316
8/11/2021 15:00:00,567,0,-25,0,6,0,0.457337
8/11/2021 16:00:00,567,0,-25,0,8,0,0.444601
8/11/2021 17:00:00,567,0,-24,0,9,0,0.373313
8/11/2021 18:00:00,567,0,-24,0,11,0,0.279903
8/11/2021 19:00:00,567,0,-24,0,13,0,0.199699
8/11/2021 20:00:00,567,0,-24,0,13,0,0.155314
8/11/2021 21:00:00,567,0,-24,0,12,0,0.152723
8/11/2021 22:00:00,567,0,-24,0,12,0,0.184096
8/11/2021 23:00:00,567,0,-24,0,20,0,0.232649
8/12/2021 0:00:00,567,0,-24,0,29,0,0.275928
8/12/2021 1:00:00,567,0,-24,0,37,0,0.288211
8/12/2021 2:00:00,567,0,-24,0,25,0,0.245339
8/12/2021 3:00:00,567,0,-24,0,14,0,0.133339
8/12/2021 4:00:00,567,0,-24,0,2,0,-0.0425706
8/12/2021 5:00:00,567,0,-24,0,-19,0,-0.254875
8/12/2021 6:00:00,567,0,-24,0,-41,0,-0.460408
8/12/2021 7:00:00,567,0,-24,0,-62,0,-0.614399
8/12/2021 8:00:00,567,0,-24,0,-63,0,-0.684674
8/12/2021 9:00:00,567,0,-24,0,-64,0,-0.659177
8/12/2021 10:00:00,567,0,-24,0,-65,0,-0.545225
8/12/2021 11:00:00,567,0,-24,0,-46,0,-0.364249
8/12/2021 12:00:00,567,0,-24,0,-26,0,-0.146796
8/12/2021 13:00:00,567,0,-24,0,-7,0,0.0708406
8/12/2021 14:00:00,567,0,-24,0,6,0,0.250949
8/12/2021 15:00:00,567,0,-25,0,20,0,0.362305
8/12/2021 16:00:00,567,0,-25,0,33,0,0.39029
8/12/2021 17:00:00,567,0,-25,0,24,0,0.343609
8/12/2021 18:00:00,567,0,-26,0,16,0,0.252128
8/12/2021 19:00:00,567,0,-26,0,7,0,0.155466
8/12/2021 20:00:00,567,0,-26,0,5,0,0.0880835
8/12/2021 21:00:00,566,0,-25,0,4,0,0.0686293
8/12/2021 22:00:00,566,0,-25,0,2,0,0.0976664
8/12/2021 23:00:00,566,0,-25,0,12,0,0.161871
8/13/2021 0:00:00,566,0,-25,0,23,0,0.23962
8/13/2021 1:00:00,566,0,-25,0,33,0,0.304749
8/13/2021 2:00:00,566,0,-25,0,30,0,0.329624
8/13/2021 3:00:00,566,0,-24,0,26,0,0.290722
8/13/2021 4:00:00,566,0,-24,0,23,0,0.177426
8/13/2021 5:00:00,566,0,-24,0,1,0,-2.83E-05
8/13/2021 6:00:00,566,0,-23,0,-22,0,-0.209541
8/13/2021 7:00:00,566,0,-23,0,-44,0,-0.405882
8/13/2021 8:00:00,566,0,-23,0,-52,0,-0.545656
8/13/2021 9:00:00,566,0,-23,0,-61,0,-0.600799
8/13/2021 10:00:00,566,0,-23,0,-69,0,-0.564387
8/13/2021 11:00:00,566,0,-23,0,-54,0,-0.448242
8/13/2021 12:00:00,566,0,-23,0,-39,0,-0.27677
8/13/2021 13:00:00,566,0,-23,0,-24,0,-0.0817063
8/13/2021 14:00:00,566,0,-23,0,-9,0,0.101472
8/13/2021 15:00:00,566,0,-23,0,5,0,0.238247
8/13/2021 16:00:00,566,0,-23,0,20,0,0.303117
8/13/2021 17:00:00,566,0,-23,0,16,0,0.288931
8/13/2021 18:00:00,566,0,-23,0,12,0,0.211708
8/13/2021 19:00:00,566,0,-23,0,8,0,0.106191
8/13/2021 20:00:00,566,0,-23,0,11,0,0.0129768
8/13/2021 21:00:00,566,0,-23,0,14,0,-0.03626
8/13/2021 22:00:00,566,0,-24,0,17,0,-0.0279082
8/13/2021 23:00:00,566,0,-24,0,19,0,0.0331507
8/14/2021 0:00:00,566,0,-24,0,22,0,0.128967
8/14/2021 1:00:00,566,0,-24,0,25,0,0.23451
8/14/2021 2:00:00,566,0,-24,0,17,0,0.321504
8/14/2021 3:00:00,566,0,-24,0,10,0,0.361761
8/14/2021 4:00:00,566,0,-24,0,2,0,0.333134
8/14/2021 5:00:00,566,0,-23,0,-6,0,0.228134
8/14/2021 6:00:00,566,0,-23,0,-13,0,0.0606979
8/14/2021 7:00:00,566,0,-23,0,-21,0,-0.13468
8/14/2021 8:00:00,566,0,-23,0,-18,0,-0.313209
8/14/2021 9:00:00,566,0,-23,0,-15,0,-0.434937
8/14/2021 10:00:00,566,0,-23,0,-13,0,-0.476942
8/14/2021 11:00:00,566,0,-23,0,-10,0,-0.437155
8/14/2021 12:00:00,566,0,-23,0,-7,0,-0.330469
8/14/2021 13:00:00,566,0,-23,0,-4,0,-0.182095
8/14/2021 14:00:00,566,0,-23,0,-3,0,-0.0225384
8/14/2021 15:00:00,566,0,-23,0,-2,0,0.115715
8/14/2021 16:00:00,566,0,-24,0,-2,0,0.202876
8/14/2021 17:00:00,566,0,-24,0,-1,0,0.219719
8/14/2021 18:00:00,566,0,-24,0,0,0,0.165965
8/14/2021 19:00:00,566,0,-24,0,1,0,0.0633269
8/14/2021 20:00:00,566,0,-24,0,-6,0,-0.0507443
8/14/2021 21:00:00,566,0,-24,0,-12,0,-0.136699
8/14/2021 22:00:00,566,0,-24,0,-19,0,-0.166862
8/14/2021 23:00:00,566,0,-24,0,-19,0,-0.132719
8/15/2021 0:00:00,566,0,-24,0,-19,0,-0.0435809
8/15/2021 1:00:00,566,0,-24,0,-19,0,0.0796646
8/15/2021 2:00:00,566,0,-24,0,-3,0,0.210415
8/15/2021 3:00:00,566,0,-24,0,12,0,0.319792
8/15/2021 4:00:00,566,0,-24,0,28,0,0.379891
8/15/2021 5:00:00,566,0,-24,0,22,0,0.369853
8/15/2021 6:00:00,566,0,-25,0,16,0,0.284212
8/15/2021 7:00:00,566,0,-25,0,10,0,0.138606
8/15/2021 8:00:00,566,0,-24,0,-8,0,-0.032538
8/15/2021 9:00:00,566,0,-24,0,-27,0,-0.187119
8/15/2021 10:00:00,566,0,-23,0,-45,0,-0.289999
8/15/2021 11:00:00,566,0,-23,0,-35,0,-0.323451
8/15/2021 12:00:00,566,0,-23,0,-25,0,-0.289043
8/15/2021 13:00:00,566,0,-23,0,-15,0,-0.202655
8/15/2021 14:00:00,566,0,-23,0,-9,0,-0.0879535
8/15/2021 15:00:00,566,0,-24,0,-3,0,0.0278451
8/15/2021 16:00:00,566,0,-24,0,3,0,0.116617
8/15/2021 17:00:00,566,0,-24,0,-1,0,0.153745
8/15/2021 18:00:00,566,0,-25,0,-4,0,0.125713
8/15/2021 19:00:00,566,0,-25,0,-8,0,0.0376233
8/15/2021 20:00:00,565,0,-24,0,-23,0,-0.0851699
8/15/2021 21:00:00,565,0,-24,0,-39,0,-0.204546
8/15/2021 22:00:00,564,0,-23,0,-54,0,-0.283358
8/15/2021 23:00:00,565,0,-23,0,-48,0,-0.298138
8/16/2021 0:00:00,565,0,-24,0,-43,0,-0.244472
8/16/2021 1:00:00,566,0,-24,0,-37,0,-0.134254
8/16/2021 2:00:00,566,0,-24,0,-27,0,0.0107689
8/16/2021 3:00:00,566,0,-24,0,-16,0,0.164154
8/16/2021 4:00:00,566,0,-24,0,-6,0,0.297403
8/16/2021 5:00:00,566,0,-24,0,4,0,0.382934
8/16/2021 6:00:00,566,0,-24,0,15,0,0.40027
8/16/2021 7:00:00,566,0,-24,0,25,0,0.344249
8/16/2021 8:00:00,566,0,-24,0,17,0,0.23001
8/16/2021 9:00:00,566,0,-24,0,8,0,0.0897547
8/16/2021 10:00:00,566,0,-24,0,-1,0,-0.0386033
8/16/2021 11:00:00,566,0,-23,0,-9,0,-0.125074
8/16/2021 12:00:00,566,0,-23,0,-18,0,-0.156185
8/16/2021 13:00:00,566,0,-23,0,-26,0,-0.135229
8/16/2021 14:00:00,566,0,-23,0,-22,0,-0.0768049
8/16/2021 15:00:00,566,0,-24,0,-18,0,-0.00107634
8/16/2021 16:00:00,567,0,-24,0,-14,0,0.0692179
8/16/2021 17:00:00,567,0,-24,0,-10,0,0.110543
8/16/2021 18:00:00,567,0,-25,0,-6,0,0.102741
8/16/2021 19:00:00,567,0,-25,0,-2,0,0.0365157
8/16/2021 20:00:00,567,0,-25,0,-13,0,-0.0795992
8/16/2021 21:00:00,567,0,-25,0,-23,0,-0.218578
8/16/2021 22:00:00,567,0,-25,0,-34,0,-0.343054
8/16/2021 23:00:00,566,0,-24,0,-44,0,-0.418673
8/17/2021 0:00:00,566,0,-24,0,-55,0,-0.425351
8/17/2021 1:00:00,566,0,-24,0,-65,0,-0.360964
8/17/2021 2:00:00,566,0,-24,0,-49,0,-0.237781
8/17/2021 3:00:00,566,0,-24,0,-32,0,-0.07647
8/17/2021 4:00:00,566,0,-24,0,-16,0,0.0978357
8/17/2021 5:00:00,566,0,-24,0,0,0,0.257176
8/17/2021 6:00:00,566,0,-24,0,17,0,0.37353
8/17/2021 7:00:00,566,0,-24,0,33,0,0.425338
8/17/2021 8:00:00,566,0,-24,0,26,0,0.405897
8/17/2021 9:00:00,566,0,-24,0,19,0,0.328013
8/17/2021 10:00:00,566,0,-24,0,13,0,0.220327
8/17/2021 11:00:00,566,0,-23,0,6,0,0.116163
8/17/2021 12:00:00,566,0,-23,0,-1,0,0.0410981
8/17/2021 13:00:00,566,0,-23,0,-8,0,0.00606165
8/17/2021 14:00:00,566,0,-23,0,-6,0,0.00818118
8/17/2021 15:00:00,566,0,-24,0,-4,0,0.0360183
8/17/2021 16:00:00,567,0,-24,0,-2,0,0.0739815
8/17/2021 17:00:00,567,0,-24,0,1,0,0.103819
8/17/2021 18:00:00,567,0,-25,0,3,0,0.105625
8/17/2021 19:00:00,567,0,-25,0,5,0,0.0620608
8/17/2021 20:00:00,567,0,-25,0,-9,0,-0.0339054
8/17/2021 21:00:00,567,0,-24,0,-23,0,-0.172191
8/17/2021 22:00:00,567,0,-24,0,-37,0,-0.325491
8/17/2021 23:00:00,566,0,-24,0,-50,0,-0.457699
8/18/2021 0:00:00,566,0,-23,0,-64,0,-0.536665
8/18/2021 1:00:00,566,0,-23,0,-78,0,-0.544086
8/18/2021 2:00:00,566,0,-23,0,-63,0,-0.477994
8/18/2021 3:00:00,566,0,-24,0,-48,0,-0.349025
8/18/2021 4:00:00,566,0,-24,0,-34,0,-0.175489
8/18/2021 5:00:00,566,0,-24,0,-19,0,0.0190478
8/18/2021 6:00:00,566,0,-25,0,-4,0,0.206474
8/18/2021 7:00:00,566,0,-25,0,11,0,0.357014
8/18/2021 8:00:00,566,0,-25,0,13,0,0.446472
8/18/2021 9:00:00,566,0,-24,0,14,0,0.465188
8/18/2021 10:00:00,566,0,-24,0,16,0,0.422694
8/18/2021 11:00:00,566,0,-23,0,17,0,0.343875
8/18/2021 12:00:00,566,0,-23,0,19,0,0.2582
8/18/2021 13:00:00,566,0,-22,0,20,0,0.188413
8/18/2021 14:00:00,566,0,-22,0,19,0,0.14491
8/18/2021 15:00:00,566,0,-23,0,19,0,0.127059
8/18/2021 16:00:00,566,0,-23,0,18,0,0.127595
8/18/2021 17:00:00,566,0,-23,0,17,0,0.135376
8/18/2021 18:00:00,566,0,-24,0,17,0,0.135448
8/18/2021 19:00:00,566,0,-24,0,16,0,0.109656
8/18/2021 20:00:00,566,0,-24,0,1,0,0.0413947
8/18/2021 21:00:00,566,0,-23,0,-14,0,-0.0759608
8/18/2021 22:00:00,566,0,-23,0,-29,0,-0.232082
8/18/2021 23:00:00,566,0,-23,0,-44,0,-0.399887
8/19/2021 0:00:00,566,0,-22,0,-59,0,-0.5441
